userNo,registerDays,firstOrderDays,avgReleaseTimeOfLatest30day,avgPayTimeOfLatest30day,finishRateLatest30day,completedOrderNumOfLatest30day,completedBuyOrderNumOfLatest30day,completedSellOrderNumOfLatest30day,completedOrderTotalBtcAmountOfLatest30day,completedOrderNum,completedBuyOrderNum,completedSellOrderNum,completedBuyOrderTotalBtcAmount,completedSellOrderTotalBtcAmount,completedOrderTotalBtcAmount,counterpartyCount
s7a9216d2945b305babbfdf6bfbf85bdb,387,220,58.54,0.0,0.929,13,0,13,0,52,1,51,0,0,0,47
sad8a97eba629390e9eda5c322f2869fd,265,18,102.0,121.79,0.81,17,14,3,0,17,14,3,0,0,0,12
s89b6bd6ab50d330dab2d8213882d8cb6,1466,1397,0.0,385.67,0.429,3,3,0,0,8,8,0,0,0,0,8
se99bf55f4b9238b48474c19f69b02a23,57,57,197.26,74.55,0.958,45,22,23,0,74,24,50,0,0,0,24
s8e2f8a4793413df1a32d3c241da474f4,1088,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s7383703d984d38b8808d39fa9465df72,113,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s03df1616ca993747a5c86e262a5a900f,1406,1277,0.0,158.2,0.834,5,5,0,0,25,25,0,0,0,0,24
secc3702315af338da12f60b3ab57c819,96,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
sbe96a92f6b473e83827c010dcf648ff6,1878,1135,0.0,79.0,0.2,1,1,0,0,71,71,0,0,0,0,31
s32db8730f6ab36b997e801a9da708674,992,23,54.0,93.0,1.0,4,2,2,0,4,2,2,0,0,0,4
s64139680239b3442a52bf89f3790ed19,1498,1441,0.0,167.74,0.827,19,19,0,0,107,107,0,0,0,0,81
sd677c6afbb0e364790977fad9cefef50,1241,1190,0.0,102.2,0.91,10,10,0,0,24,24,0,0,0,0,19
s962a07ecab2b3e26abff348f419d0225,476,471,0.0,126.0,0.609,14,14,0,0,138,118,20,0,0,0,86
s0f967de123d236f4bde43d1268e1d1f3,53,6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
sbe6bb075399b3e81b082ce5e72db392e,58,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
sdb306e6e9f1b3b389c3971918381d195,514,234,0.0,61.63,0.8,16,16,0,0,28,27,1,0,0,0,21
sd7072898340431b1bb537c43cd5ca241,502,495,0.0,118.33,1.0,3,3,0,0,77,77,0,0,0,0,57
s5791feb18baf3bd3b6bdc4a52558f055,117,110,0.0,128.0,1.0,4,4,0,0,12,12,0,0,0,0,10
s29e01d29fac13db9bfc8330ec1aaa21b,788,787,0.0,165.55,0.87,20,20,0,0,25,23,2,0,0,0,13
s998e4d595b59319c8cf8d1a01382e765,887,887,0.0,130.17,0.858,6,6,0,0,52,51,1,0,0,0,22
sa399a0bfc1a83828a0b9fdd62da99e0b,112,112,0.0,98.57,0.883,30,30,0,0,46,46,0,0,0,0,18
s4030ade844923b0aa7da7f51f46414b1,386,386,0.0,745.67,0.25,3,3,0,0,33,33,0,0,0,0,28
sb03f9925ee6830bd8ec7c2025a9d58f2,1236,1234,0.0,110.5,0.334,2,2,0,0,51,38,13,0,0,0,39
sf8dee6d2e0b03947b9c6dbfb4b0d15f6,861,859,61.0,94.49,0.934,42,39,3,0,158,139,19,0,0,0,117
s8fb11c866bd63406bab114a3317b71f6,1230,1230,0.0,406.0,1.0,1,1,0,0,67,67,0,0,0,0,51
s17b124a0d64f31cdbd5d0a8d32125359,51,51,535.0,0.0,1.0,1,0,1,0,3,1,2,0,0,0,3
scdcefcd7ba443c8f8d4629779f8293fa,1968,39,50.5,81.86,0.963,76,70,6,0,78,70,8,0,0,0,31
s32321a6dba623eccb8bdd4da9bd84440,61,59,0.0,226.38,0.616,24,24,0,0,42,38,4,0,0,0,31
sfa945a573be430fd9ae014cdb463c948,1159,1154,0.0,101.7,0.939,61,61,0,0,95,94,1,0,0,0,45
s6bef4e8e862a3ffbb91c507ef8f8b22c,75,4,0.0,200.25,1.0,4,4,0,0,4,4,0,0,0,0,3
sd9cbc20fcdca3c618845f810ae245520,264,262,243.2,205.57,0.838,31,21,10,0,203,161,42,0,0,0,124
sfdbd15b49b4f34f68a0e33f04192df4d,290,141,0.0,0.0,0.0,0,0,0,0,6,2,4,0,0,0,5
s115342a056e13de089af3e6cbf10e980,235,233,0.0,295.0,0.455,5,5,0,0,8,8,0,0,0,0,5
s935c21df35bc38dd9fd30bfd59544318,2956,41,393.43,108.57,0.907,58,51,7,0,88,79,9,0,0,0,43
scea65be1a0cd3834bf1b068cd8a802d0,587,474,0.0,188.25,0.667,4,4,0,0,6,6,0,0,0,0,6
sf9458d729f603bb59adceda380016602,59,56,49.18,70.61,0.865,70,59,11,0,83,71,12,0,0,0,39
s55b3c1b8d36f3d69b54fa68068da4da1,145,135,0.0,104.0,0.334,1,1,0,0,1,1,0,0,0,0,1
s0ff8a6688faa3905935d17edabb6dbb7,1490,1490,0.0,89.71,1.0,7,7,0,0,13,12,1,0,0,0,12
s77b1103229ab3c74ae5eb467ce3f53e0,846,846,0.0,263.29,0.7,7,7,0,0,12,12,0,0,0,0,7
s01514214c96f3ec79d62b348e7cd4be0,1727,276,152.48,55.26,0.897,87,58,29,0,141,95,46,0,0,0,48
s6791b53cc2cc3e6f9eb29b30edfe7001,312,4,0.0,246.0,0.25,1,1,0,0,1,1,0,0,0,0,1
scda8cd56d92a361f8a0abec347451eb9,1698,1633,121.0,174.12,0.792,19,17,2,0,625,544,81,0,0,0,410
s0c794a56e27635248fb7fb0d962acc60,516,462,102.0,130.0,1.0,6,5,1,0,52,30,22,0,0,0,48
sd71a1ba05f983798904edd5f5317a7c3,1228,1228,0.0,191.38,0.889,8,8,0,0,12,12,0,0,0,0,10
s24cc68c0c4443b7f95f48c2ed8340966,1529,1072,0.0,107.88,0.791,34,34,0,0,89,87,2,0,0,0,38
s3475a8d62fc53a7d8dbf506b34e965bb,208,208,21.0,42.49,0.991,102,81,21,0,183,151,32,0,0,0,52
s344f8701b94b373681d15f8ee3d7425c,195,195,0.0,67.33,0.75,3,3,0,0,82,82,0,0,0,0,44
sdeddc64d253634338d5c362bf86c0df5,1948,1720,0.0,209.0,0.334,1,1,0,0,2,2,0,0,0,0,2
s35ca9e8cf31d3961bea12157f20e0243,108,90,0.0,53.0,1.0,3,3,0,0,5,5,0,0,0,0,4
sf856938f5fb7367884e55d093863a569,892,883,0.0,48.0,0.25,1,1,0,0,8,8,0,0,0,0,8
sba2cbaec80cd39af99cbd14411c70ece,101,100,143.96,173.35,0.876,120,93,27,0,478,409,69,0,0,0,114
sc90c80e36adc3d09b38544b06ddff2cf,61,60,1694.0,165.0,0.91,10,8,2,0,16,14,2,0,0,0,9
s7b8fe4b030ba3b68982680313a67265f,62,62,110.69,170.56,0.936,29,16,13,0,56,36,20,0,0,0,40
sb01a9cad42c93013bb12b59a2bb16e71,174,166,23.88,162.5,0.924,12,4,8,0,41,32,9,0,0,0,36
s926ebf44ebe935af8ddb64772db28878,61,60,0.0,102.0,1.0,3,3,0,0,6,6,0,0,0,0,5
sf0d900bd305339d0beee0dbbae63b95f,93,92,0.0,88.6,0.556,5,5,0,0,9,9,0,0,0,0,8
s0d60742376ef39648a0024258b7e5242,836,833,0.0,142.33,0.9,36,36,0,0,308,305,3,0,0,0,115
s7f64b636a0ec305bbb8c65c192aacaee,189,63,254.6,80.21,0.95,19,14,5,0,147,141,6,0,0,0,65
s10860be9353333daa39068dc7348f804,1222,62,0.0,58.94,0.972,34,34,0,0,52,49,3,0,0,0,14
s47e854d5d77c3ae69294c1464e6229a6,851,851,0.0,239.0,0.334,1,1,0,0,4,4,0,0,0,0,4
s164047ba4fd63a449da338db95395163,199,193,0.0,0.0,0.0,0,0,0,0,3,1,2,0,0,0,3
sc81589aae1a23d619be9edd7765db3f2,1035,937,0.0,123.0,1.0,1,1,0,0,4,3,1,0,0,0,4
sf875b18ddab33339a732aed9705a115e,162,162,0.0,70.44,0.977,41,41,0,0,106,106,0,0,0,0,38
s68a7df7209ab39b4b88a88a20fd17064,1726,1553,0.0,0.0,0.0,0,0,0,0,4,4,0,0,0,0,4
sa651a8f3802539dc85f784b0427d4d40,2384,1327,0.0,205.0,1.0,2,2,0,0,26,18,8,0,0,0,25
scf82d01e10e93295b15130a8482186a3,83,83,0.0,213.0,1.0,1,1,0,0,5,4,1,0,0,0,5
s8f6eb849da413c66bf3dedc8f44efcc0,293,292,0.0,588.0,0.334,1,1,0,0,1,1,0,0,0,0,1
s8bb3e9819e8f399897f3e26394dc392e,95,60,54.5,123.17,0.685,39,29,10,0,52,41,11,0,0,0,21
s044e86c7b113335298531a9a182b2628,841,770,63.0,73.57,1.0,8,7,1,0,62,47,15,0,0,0,44
s9e640f6a5e4633228e0d206d597a0e00,171,171,0.0,48.0,1.0,1,1,0,0,2,2,0,0,0,0,2
sb1211f9a8a633f43aa86c34d3894831e,54,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s5472fcb610b33bd4addb947e6a724ebc,2924,60,0.0,175.0,0.334,1,1,0,0,1,1,0,0,0,0,1
s248f0090d612338ca50d84ed2e9a5ebf,891,856,0.0,167.0,0.5,1,1,0,0,8,6,2,0,0,0,8
sd86df1b2bda935f59a21c123e726f8b5,252,252,0.0,0.0,0.0,0,0,0,0,25,1,24,0,0,0,23
s9fb7e71235243f7d85904f892964142c,183,26,0.0,63.0,0.25,1,1,0,0,1,1,0,0,0,0,1
s17003b2863cc3845b6d3151683c0cb21,187,61,355.71,53.0,0.922,59,52,7,0,147,113,34,0,0,0,61
sddfb72c66ac238ec846edfaf040fb1de,297,224,4967.0,48.64,0.932,54,53,1,0,142,141,1,0,0,0,56
s52d33cfafe6535a792655e6ba92e8f2c,960,4,3511.0,165.0,0.667,2,1,1,0,2,1,1,0,0,0,2
s749674537f7833eb853b63e2ed5bc470,985,20,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s52f74321222436ebbf0fd7255688d073,68,68,0.0,55.6,0.919,90,90,0,0,176,176,0,0,0,0,28
sc829016350ef32e58955df7426f3e4c5,85,59,44.0,63.95,0.85,45,44,1,0,164,151,13,0,0,0,50
s16ca0909492f3c08a13547b084cf250a,139,136,51.0,84.0,1.0,6,5,1,0,16,13,3,0,0,0,10
sa6bbfb71a32733b78ca16258fdffb6e1,753,748,0.0,77.0,0.5,1,1,0,0,6,1,5,0,0,0,6
s005d73fd88d03f6ab1172d4c7a8d2f6b,1774,1692,0.0,135.0,1.0,1,1,0,0,17,15,2,0,0,0,17
scbce89bed04e3fedb3b95e16f7f707f6,335,319,0.0,81.0,0.5,1,1,0,0,2,2,0,0,0,0,2
s87b588f7c233339687bd58aeb8b75973,91,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s015c53b3763f364e81f8ff99aa8f5dd1,865,578,132.04,130.68,0.869,86,63,23,0,87,63,24,0,0,0,42
secef6fa8367b334cb79add0cfa209dc2,58,58,0.0,160.0,0.5,2,2,0,0,7,7,0,0,0,0,3
s158581cfaf2e3a44982a391bcda82326,51,4,474.0,143.0,0.667,2,1,1,0,2,1,1,0,0,0,2
scd63f10ed3f93baf9ab0232feb9a88db,1273,1078,0.0,146.5,0.667,2,2,0,0,11,7,4,0,0,0,11
sceb9c1f420bc33a58dae15b4aa678d1a,58,58,105.63,47.01,0.948,126,102,24,0,224,167,57,0,0,0,42
s7655e77488ee35558d33d71ad61f1eba,72,51,0.0,324.0,0.667,2,2,0,0,4,4,0,0,0,0,3
s868e51c20c10379e8aa11b5897c96fe9,1466,1466,0.0,85.0,0.5,2,2,0,0,43,40,3,0,0,0,39
s3084a53251033de6bbdd055114b3afc5,469,410,37.0,167.6,0.75,6,5,1,0,22,12,10,0,0,0,19
s26e6ee3a0fbf39929ed2c15086c3c639,368,368,0.0,337.5,0.4,2,2,0,0,34,34,0,0,0,0,29
s598e7f229b7336ccae285edd740f6786,988,986,3540.0,468.0,0.75,3,2,1,0,13,12,1,0,0,0,10
sf54c98e2de603130825c82cbb5ac8de9,183,182,0.0,182.0,0.572,4,4,0,0,14,4,10,0,0,0,12
s6c7613afa13c3670a0c683add2ef73da,238,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s2381115036323563b63e387b2d1c6d18,176,4,0.0,200.75,0.8,4,4,0,0,4,4,0,0,0,0,4
sce15d12a21c63c3185c9dc2b2077c7f3,883,706,0.0,224.33,1.0,3,3,0,0,26,26,0,0,0,0,19
se1430ab47c4a3e38956218cdf5b8ba44,93,5,0.0,118.5,0.667,2,2,0,0,2,2,0,0,0,0,2
s6e236285e1653cbca8f16b45b2599e73,97,11,0.0,192.85,0.5,13,13,0,0,13,13,0,0,0,0,9
s548f8a5b9ec13235a44ed772f7072b62,1535,286,87.0,195.5,1.0,7,6,1,0,146,132,14,0,0,0,112
sac191086a4a539288b9648b23899c36e,354,218,0.0,127.5,0.572,4,4,0,0,5,4,1,0,0,0,5
s02af2e110440300b9b024e325d43b8f9,1676,1652,0.0,134.0,1.0,1,1,0,0,57,9,48,0,0,0,56
sb3a04525a43c347d8d7cef6361dd34fa,61,61,0.0,41.0,1.0,53,53,0,0,152,152,0,0,0,0,20
s8858b0b701c33a28b991749bc84cd891,283,265,23.56,79.74,0.84,47,38,9,0,93,74,19,0,0,0,52
s2b6a2c5c9e693630a0ead503d3d217dd,374,373,41.63,110.83,0.915,43,35,8,0,123,94,29,0,0,0,109
s8894d5740726361892e1244e3687c98e,55,52,0.0,103.27,1.0,11,11,0,0,29,29,0,0,0,0,9
s6f94ff135e043d5398fdc20da9d1a6e9,157,123,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s07bbdca7c5a73d13b01c41aea0f66796,208,195,0.0,151.0,0.5,2,2,0,0,34,25,9,0,0,0,27
s40f086b4e2033626abdf0ade714582e0,2892,1454,42.86,115.0,0.9,9,2,7,0,156,46,110,0,0,0,142
sf4d6458ff58630bc80a229421ef35896,2799,191,0.0,246.67,0.79,15,15,0,0,29,28,1,0,0,0,29
s8aa55620af143303ad556e5eb75e43d3,482,104,0.0,195.5,1.0,2,2,0,0,5,5,0,0,0,0,5
s52a998c4b1a43acc9102dc10693d6ec6,119,118,0.0,175.5,0.4,2,2,0,0,4,4,0,0,0,0,4
s2e57dbf7f99d39bebdc42b21b5658f8c,51,27,0.0,224.43,0.875,7,7,0,0,7,7,0,0,0,0,5
sb235066ab4ec340aa54639aeb9458908,51,51,1025.0,83.2,0.462,6,5,1,0,24,23,1,0,0,0,9
se10994080fc33c16b2cec46109c50040,373,365,0.0,61.75,0.5,4,4,0,0,16,12,4,0,0,0,13
s0255b96c9d2433698fb3497e51ac9f54,54,49,0.0,82.14,0.938,136,136,0,0,207,207,0,0,0,0,25
s3a39251595e7382189cfd00ded2a4681,517,4,0.0,128.0,0.334,1,1,0,0,1,1,0,0,0,0,1
sd328fea7fd6432d3908aad4c29ec86bb,1900,1503,614.0,263.67,0.875,7,6,1,0,232,75,157,0,0,0,150
s5dd74c316d79333e8ef18bc465fd7669,1301,744,0.0,68.75,0.8,4,4,0,0,11,11,0,0,0,0,9
s91b7ddead679305e9fe847bcd5ca03a8,63,63,0.0,182.83,0.77,30,30,0,0,53,53,0,0,0,0,9
s7192e06e0075390196934de83dfc4e43,1586,1524,0.0,117.2,0.968,30,30,0,0,77,69,8,0,0,0,59
sd557949d2b6c35cba506e27f5b5f5911,326,326,42.86,56.97,0.935,57,36,21,0,395,233,162,0,0,0,116
s86f63a786b463a36a95ef965dae28c0a,1989,982,0.0,353.0,1.0,1,1,0,0,2,2,0,0,0,0,2
sb9fdb728cc50301db5c0f0a185cec8cf,1519,1507,0.0,89.0,0.667,2,2,0,0,33,14,19,0,0,0,26
sa8b59a3b8aab359fab74937755e1c413,634,4,0.0,116.0,0.334,1,1,0,0,1,1,0,0,0,0,1
s0d0f234350503240be5f3c304f0de231,953,323,0.0,182.59,0.957,22,22,0,0,57,57,0,0,0,0,21
sce1236fa1d043d74b013232f288ef12e,195,190,0.0,0.0,0.0,0,0,0,0,3,2,1,0,0,0,3
s654bfe48aaf63c4ba9573956b6065f9c,304,303,0.0,58.83,1.0,6,6,0,0,30,30,0,0,0,0,27
s068f6762eef83e49894e255998bf5112,51,50,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1
s1ded63766fe535048e98dc4bb9195301,58,58,0.0,59.03,0.879,29,29,0,0,49,49,0,0,0,0,18
s936895e2d4f2374885a0005fd3b6107c,1647,4,0.0,218.2,0.556,5,5,0,0,5,5,0,0,0,0,5
sea010d1b34d83b0b8e26e7563f935390,72,4,0.0,179.75,0.8,4,4,0,0,4,4,0,0,0,0,3
s4a6841a670c73ea6b527a436d1587ee3,505,31,36.8,89.49,0.932,54,49,5,0,55,50,5,0,0,0,28
s76970d2a8a8b357fbc8df3f8952ab23d,81,81,0.0,65.5,0.5,2,2,0,0,3,3,0,0,0,0,1
s8192371d3d8c328fa232ce7773fd8ac6,1657,477,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
sbe0f2400857e3783b761a58f97f793f5,56,48,449.13,60.58,0.844,27,19,8,0,37,27,10,0,0,0,17
s700bcdfed16639a8922ea7e4cc812ed8,69,69,53.25,108.95,0.728,24,20,4,0,26,21,5,0,0,0,17
s886690c63efc313daa81ba4e0d3b225a,526,167,0.0,235.0,0.25,1,1,0,0,6,6,0,0,0,0,3
s7183db7d31413f76baa5f7c58a274fec,462,462,222.67,171.64,0.75,93,78,15,0,485,427,58,0,0,0,238
s3785ac35f43e385187ce6382178a5237,1265,41,0.0,146.01,0.765,68,68,0,0,96,96,0,0,0,0,37
s86d6c273ea2230618f43de297e806658,1443,1439,80.6,193.96,0.862,31,26,5,0,219,172,47,0,0,0,168
s46c5e2d780cd307ba2f4dd2147da37b6,1793,395,0.0,208.0,0.5,1,1,0,0,3,3,0,0,0,0,3
s4951600a1fea3aa0b56346e302bf24ce,2366,4,0.0,241.0,0.334,1,1,0,0,1,1,0,0,0,0,1
s0d97f130e89b3d44ad60f5dd72cf0090,1531,8,0.0,109.0,0.75,3,3,0,0,3,3,0,0,0,0,3
s62baf93d18f93edfac5d63b268993090,1137,992,0.0,0.0,0.0,0,0,0,0,14,0,14,0,0,0,14
sc68786f279e33b7c8db3dcb4a02dd24e,1055,1055,0.0,122.43,1.0,7,7,0,0,60,58,2,0,0,0,55
s6d5d34d8a054362ba90ecfd0803f7e54,1522,1521,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s3435ed54a4bc328a833eb3962782704a,735,686,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1
s63c886cb17193e23a7be6e1f43c812f2,296,274,81.0,452.0,0.667,2,1,1,0,19,5,14,0,0,0,17
sa3939cde5e7636e4bfe8e0011603f7be,156,108,0.0,97.0,1.0,2,2,0,0,4,4,0,0,0,0,3
s881fa9b539603ed4a7606b59fde3e0ee,296,290,61.31,45.36,0.924,60,47,13,0,128,103,25,0,0,0,59
s4880e8318a1633a99ee4c8b95113f45f,51,51,0.0,109.5,0.889,8,8,0,0,17,17,0,0,0,0,13
sf3d6a12ae5483f0bacf015c833c94f98,404,404,87.0,0.0,0.167,1,0,1,0,9,2,7,0,0,0,9
sc8ee6ccd7e2c3f85b4aebdfb77865ff6,518,518,98.3,91.82,0.722,44,34,10,0,108,76,32,0,0,0,87
s3610bf78f6d63d3aa837f51e5635eb90,373,322,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1
sd919ca63d6d836df8aa8ce492553a3e5,137,137,151.0,216.76,0.554,26,25,1,0,45,44,1,0,0,0,43
sd0e59f83b15b305dafdaa19624f6542b,1538,1538,0.0,61.53,0.883,15,15,0,0,19,19,0,0,0,0,16
s7c73f9ad56853d14bfb5fb5602b5281e,1136,1118,0.0,0.0,0.0,0,0,0,0,8,8,0,0,0,0,8
s954543d0b5853f4cb0df1dde71eb6667,159,159,0.0,157.26,0.946,35,35,0,0,44,44,0,0,0,0,30
sc35db5d986c93d84855828d984f24ace,1852,1360,0.0,309.86,0.875,7,7,0,0,77,77,0,0,0,0,74
s7dc12b80c3ed3cd2a5391facaa9b8df8,302,302,176.06,75.81,0.825,80,64,16,0,727,644,83,0,0,0,283
se89040464ed53512afff3e68f9c582f7,278,269,53.0,93.7,0.886,62,61,1,0,382,379,3,0,0,0,170
sd1705f98962d32379700610d20e5950d,232,16,0.0,428.4,0.5,5,5,0,0,5,5,0,0,0,0,2
s21da4508a2c23df1954fe15540084d10,240,239,0.0,194.0,1.0,1,1,0,0,12,12,0,0,0,0,12
s20e134dc5aab312e9692a080869d2d27,78,5,0.0,71.1,0.77,10,10,0,0,10,10,0,0,0,0,8
scf6799527c2e376ea60fc1c25c7f2f25,486,406,37.38,62.71,0.867,39,31,8,0,39,31,8,0,0,0,23
s62f8491a630032e0a19f222b96520406,1102,1102,0.0,0.0,0.0,0,0,0,0,74,65,9,0,0,0,70
s41e204202b4a32e193bdf9943545926f,315,4,0.0,345.5,0.667,4,4,0,0,4,4,0,0,0,0,4
s3b5256a21dee396986e38896573cdffa,262,246,0.0,0.0,0.0,0,0,0,0,26,25,1,0,0,0,22
sbde7214d35b432e995c50b6f4e8dfc12,486,4,0.0,99.0,0.5,1,1,0,0,1,1,0,0,0,0,1
s853f4067e04432c5acae14e090715920,166,4,0.0,810.0,0.5,1,1,0,0,1,1,0,0,0,0,1
sf83b66ed60873729a6ec1354a24e0d53,278,253,0.0,123.17,0.858,6,6,0,0,25,25,0,0,0,0,14
s1e46c74d1c2734a998f538a2249c92c6,117,6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
seaa5cc88d59230deb8077f456d62099d,82,4,155.0,128.0,1.0,2,1,1,0,2,1,1,0,0,0,2
sd7c85b8c451c31b099ae59dee96b82ba,88,88,0.0,83.73,0.834,60,60,0,0,185,185,0,0,0,0,47
sf44e8c16f28e3ad58decdb766d419412,1120,1118,0.0,0.0,0.0,0,0,0,0,10,3,7,0,0,0,9
s239c1ca2d1543ca1b1c02a77bf9e2c25,610,83,0.0,148.91,0.786,11,11,0,0,15,13,2,0,0,0,14
s17764118bb463e58998d7c8053dba216,1734,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
sacdb58be3109341ab223e1d19a686cdf,1175,1174,0.0,135.25,0.5,4,4,0,0,49,49,0,0,0,0,42
s9a833807b59d36cea59f8e5a24f91880,672,670,0.0,69.5,1.0,2,2,0,0,16,16,0,0,0,0,10
s39dbabcd7bc4364eb91fbc659a84baf3,144,144,137.5,231.96,0.74,37,23,14,0,42,24,18,0,0,0,36
sb9cd328b2f01338c9a9ad82642f13248,60,60,0.0,111.0,0.706,12,12,0,0,24,24,0,0,0,0,13
sc5a81aff22b7355ba9ac3674bad366ee,59,58,82.5,69.42,0.953,20,12,8,0,39,31,8,0,0,0,20
s820f38c9a9a33df5b43d73b92299eb6a,73,72,53.5,114.0,1.0,6,4,2,0,15,13,2,0,0,0,11
se30d295ed5923be0ae654066e2750a7c,1032,1031,0.0,127.0,1.0,3,3,0,0,32,30,2,0,0,0,29
s640cdc00ce5d3350a80071e9570463c4,1508,509,71.0,197.6,0.858,6,5,1,0,26,25,1,0,0,0,25
s55ffccf5a78232d1a9bbcf082bc3089c,650,640,0.0,118.97,0.872,34,34,0,0,242,157,85,0,0,0,155
sf9249d4c44f335e0849bf476a38e2ca4,56,4,0.0,134.25,0.572,4,4,0,0,4,4,0,0,0,0,3
s30ff2f196b4f3403870ed9efa46fd3cc,1688,1607,0.0,203.0,0.25,1,1,0,0,153,42,111,0,0,0,141
scc887ba1509d3ca693afa6907224735b,1499,1481,0.0,0.0,0.0,0,0,0,0,69,37,32,0,0,0,66
sc4b138f17d573b048511b70c87859c4f,513,513,0.0,62.43,0.956,129,129,0,0,552,552,0,0,0,0,130
s11ffd0e75b853d829a1a28b571831bf4,212,195,339.83,73.35,0.925,61,55,6,0,123,110,13,0,0,0,31
scd406409f0c830768764bcd57b09220e,272,4,176.0,0.0,0.25,1,0,1,0,1,0,1,0,0,0,1
s877b1a27236f34da8107c5a471243ebb,172,171,0.0,134.79,0.905,19,19,0,0,102,102,0,0,0,0,43
sbd393cefc0e33e0096405ecec3808337,753,83,0.0,655.0,1.0,1,1,0,0,3,3,0,0,0,0,3
s6dbffa27a36d343f8309cca6b7d984ce,295,294,63.29,66.73,0.847,33,26,7,0,78,46,32,0,0,0,41
sc2c6ac72d3e23f41aed443ea419e7d30,49,49,3380.0,0.0,1.0,1,0,1,0,2,1,1,0,0,0,2
s77d7b44543693dc0862f8f24c71ca72f,325,39,41.2,71.13,0.973,36,16,20,0,44,24,20,0,0,0,30
sdc0bb1c3304e3d13ac038de45eb88a00,53,4,1383.0,72.67,0.667,4,3,1,0,4,3,1,0,0,0,2
scc9f8f66d9b7316da05cb15f6d44259e,64,4,0.0,199.0,1.0,1,1,0,0,1,1,0,0,0,0,1
s58f8a76d56363ccfb88d451df82348e1,58,58,436.19,196.17,0.797,94,63,31,0,128,86,42,0,0,0,42
s716dd6449d693bdda19a5b0b9347e76a,171,4,0.0,109.0,1.0,2,2,0,0,2,2,0,0,0,0,2
sa072ede665903305a1f8e406c10dca9a,1112,1108,41.0,78.27,0.816,31,30,1,0,110,93,17,0,0,0,94
s1d8ca8fe8ced376ea5356d8f09e6127f,103,95,0.0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,2
s309998d536903765a72a102f5d3ede7e,295,254,0.0,133.56,0.75,18,18,0,0,33,32,1,0,0,0,20
s63bbf17c8fb535928c2da7984558104b,228,6,0.0,74.5,0.5,2,2,0,0,2,2,0,0,0,0,2
s7385d9fca57739f4a7f7e7d507ead66a,870,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s066e29ef2195373e908aa38e41e6b80f,186,185,27.0,171.0,0.5,2,1,1,0,2,1,1,0,0,0,2
sd233a635d66c3c6fac1507ffcb510f76,759,755,0.0,114.0,0.5,1,1,0,0,23,21,2,0,0,0,15
s9372edf78d233ce2aad0935195535c5c,909,509,0.0,80.0,0.5,4,4,0,0,6,6,0,0,0,0,6
sd26d2ade4fcc383b94be4f78d195473d,331,3,119.0,105.5,0.5,5,4,1,0,5,4,1,0,0,0,4
s0afefd81f4a83a2e96266e66b6beff62,1425,1337,0.0,277.0,0.5,1,1,0,0,4,4,0,0,0,0,4
sb922452aca9a37239f749e7b4abac582,2872,304,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s71e7c5f3d3e63c8692ced2c3f2ab8995,373,289,0.0,138.5,1.0,2,2,0,0,6,5,1,0,0,0,5
sc05ec02d84f83df6836fadd2cd25a8af,1699,1674,391.5,129.93,0.983,56,54,2,0,1130,1005,125,0,0,0,583
s8a1c1faf45f93a82a110fa33e26127e5,197,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s3f76f9c2c93d31769878cdfb88dd06c0,1657,536,42.0,147.69,0.819,18,16,2,0,390,320,70,0,0,0,247
se0677605fe16375ea9d5bdc2059ffb0a,263,174,0.0,166.96,0.407,24,24,0,0,90,90,0,0,0,0,31
s472ef88c27db3e31985ab6d0a7052212,53,53,0.0,130.6,0.556,5,5,0,0,5,5,0,0,0,0,4
se5986f85e40c3625bdd6e73a8042d6bd,141,140,0.0,77.75,0.976,40,40,0,0,278,278,0,0,0,0,104
s903ab7e555c93ae8bc3b1aea8e5588a0,302,278,0.0,101.0,1.0,1,1,0,0,12,1,11,0,0,0,12
s5ed6ee17819a3ac8990b1eab79ea083e,366,152,0.0,135.0,0.715,20,20,0,0,98,86,12,0,0,0,21
